"","fm1u","fm3u","fm1urank","fm3urank"
"1",-0.0813715759123832,5.4440779221563e-10,13,66
"2",0.0751173384331128,5.02592217375707e-09,67,67
"3",-0.24912315357863,-1.27532141963985e-08,3.5,4
"4",-0.178275470615154,-1.02059170167872e-08,7.5,7
"5",0.364153772192579,1.35743275494617e-08,83.5,83
"6",0.0751173384331128,-4.12211490200737e-09,67,21
"7",-0.130853337032557,-8.3717499410087e-09,12,12
"8",0.267240935106814,9.21839468145675e-09,75.5,77
"9",0.267240935106814,8.35532324144317e-09,75.5,76
"10",-0.0409054006385708,-4.96641208668237e-09,35,20
"11",-0.419989053401288,-1.57397858947214e-08,2,2
"12",-0.24912315357863,-9.44696843662549e-09,3.5,8
"13",0.11234344030357,5.96522485783741e-09,69,70
"14",0.131937795044589,5.35774318553878e-09,70,69
"15",0.320029113218076,1.28888531582971e-08,80,80
"16",0.0751173384331128,-2.16667510395146e-09,67,26
"17",-0.147131963830704,-8.50755255204408e-09,10.5,11
"18",0.553281416810198,2.19443504487831e-08,85.5,86
"19",-0.0787709103075679,-6.12945582565047e-09,16.5,16
"20",0.242164099556621,6.16751895705092e-09,74,71
"21",-0.0601863883542572,-6.6241545463581e-09,24,14
"22",0.293588787392009,8.22421653499333e-09,77.5,75
"23",-0.0787709103075679,-1.26290439311135e-09,16.5,39
"24",-0.0208666802237766,-3.78995557991297e-10,53,60
"25",-0.0409054006385708,-9.09887611809118e-10,35,49
"26",-0.0601863883542572,-1.63833476772402e-09,24,31
"27",-0.0409054006385708,-1.31109760962924e-09,35,37
"28",-0.0208666802237766,-9.22135711091185e-10,53,48
"29",-0.0208666802237766,-1.32874644172265e-09,53,35
"30",-0.0208666802237766,-2.98879606501196e-10,53,63
"31",0.321361203360537,1.31665048651797e-08,81.5,82
"32",-0.0601863883542572,-1.55091661074669e-09,24,32
"33",-0.0601863883542572,-1.86171022538792e-09,24,29
"34",-0.0601863883542572,-2.23478486146935e-09,24,24
"35",-0.0208666802237766,-7.27205247375503e-10,53,54
"36",-0.0208666802237766,-2.85356124950017e-10,53,65
"37",-0.0208666802237766,-3.42539638914227e-10,53,62
"38",-0.0409054006385708,-8.22364714957152e-10,35,50
"39",-0.0208666802237766,-4.93580631351945e-10,53,58
"40",-0.0601863883542572,-2.13366698279283e-09,24,27
"41",-0.0208666802237766,-6.94301206655206e-10,53,55
"42",-0.0208666802237766,-1.00044955078017e-09,53,47
"43",-0.0208666802237766,-1.20093314235697e-09,53,43
"44",0.0116696740519052,7.97481437470194e-09,65,73
"45",-0.207722743340624,-8.58689849487926e-09,6,10
"46",0.590674454363989,3.02681764452799e-08,87,87
"47",0.152257103628546,5.27644807578251e-09,71,68
"48",-0.178275470615154,-1.23773021226766e-08,7.5,5
"49",-0.162929192445269,-1.33718697537755e-08,9,3
"50",-0.0601863883542572,-3.62484789704943e-09,24,22
"51",-0.0787709103075679,-5.8016584825246e-09,16.5,17
"52",0.553281416810198,2.0086282677165e-08,85.5,85
"53",-0.0208666802237766,-2.08996707419837e-09,53,28
"54",-0.0409054006385708,-5.01756578737539e-09,35,19
"55",-0.0601863883542572,-9.03458003502382e-09,24,9
"56",-0.485257844393767,-1.96123489315356e-08,1,1
"57",-0.147131963830704,-5.09027818646727e-09,10.5,18
"58",-0.235665256308361,-1.06930894668984e-08,5,6
"59",0.302540996496726,1.67377052505205e-08,79,84
"60",0.218229285921696,8.02236748965803e-09,73,74
"61",0.364153772192579,1.25181082547359e-08,83.5,79
"62",0.195326969959522,7.0788930917582e-09,72,72
"63",-0.0409054006385708,-2.5793995027806e-09,35,23
"64",-0.0787709103075679,-6.19258879626899e-09,16.5,15
"65",-0.0208666802237766,-1.85838585022913e-09,53,30
"66",-0.0208666802237766,-2.23079430312432e-09,53,25
"67",-0.0601863883542572,-8.03349292916998e-09,24,13
"68",-0.0787709103075679,-1.27591222098453e-09,16.5,38
"69",-0.0409054006385708,-1.10347300225857e-09,35,45
"70",-0.0409054006385708,-1.32460182429758e-09,35,36
"71",0.293588787392009,1.22321905722585e-08,77.5,78
"72",-0.0208666802237766,-7.76106869596616e-10,53,51
"73",-0.0787709103075679,-1.20783218199681e-09,16.5,42
"74",-0.0208666802237766,-3.62468476834035e-10,53,61
"75",-0.0208666802237766,-4.35104805240643e-10,53,59
"76",-0.0208666802237766,-5.22296982055697e-10,53,57
"77",-0.0409054006385708,-1.25392380871463e-09,35,40
"78",-0.0208666802237766,-7.52600998100502e-10,53,52
"79",-0.0409054006385708,-1.22409094657906e-09,35,41
"80",-0.0208666802237766,-7.34695411114777e-10,53,53
"81",-0.0208666802237766,-2.88295273297129e-10,53,64
"82",-0.0409054006385708,-6.92135546758921e-10,35,56
"83",0.321361203360537,1.30266135239061e-08,81.5,81
"84",-0.0409054006385708,-1.43709573774957e-09,35,34
"85",-0.0409054006385708,-1.16870419231973e-09,35,44
"86",-0.0208666802237766,-1.01075411193839e-09,53,46
"87",-0.0208666802237766,-1.45644064478637e-09,53,33
